UserID,Age,Gender,EmploymentStatus,Location
U101122,27.0,Female,Part-time,Fiji
U101123,57.0,Non-binary,Full-time,Uruguay
U101124,55.0,Female,Full-time,Saint Pierre and Miquelon
U101125,23.0,Prefer not to say,Part-time,Heard Island and McDonald Islands
U101126,25.0,Male,Student,Maldives
U101127,40.0,Non-binary,Full-time,Aruba
U101128,64.0,Prefer not to say,Full-time,Montenegro
U101129,43.0,Non-binary,Full-time,Armenia
U101130,63.0,Male,Student,Papua New Guinea
U101131,60.0,Non-binary,Unemployed,Canada
U101132,29.0,Female,Freelancer,Qatar
U101133,43.0,Female,Freelancer,Eritrea
U101134,30.0,Non-binary,Student,Kiribati
U101135,57.0,Male,Full-time,Micronesia
U101136,35.0,Male,Freelancer,Bangladesh
U101137,42.0,Female,Student,Puerto Rico
U101138,50.0,Male,Part-time,Tanzania
U101139,64.0,Non-binary,Freelancer,China
U101140,57.0,Prefer not to say,Part-time,Vietnam
U101141,60.0,Non-binary,Full-time,Rwanda
U101142,29.0,Female,Freelancer,Monaco
U101143,61.0,Female,Student,Macao
U101144,53.0,Female,Unemployed,San Marino
U101145,21.0,Male,Freelancer,Eritrea
U101146,22.0,Non-binary,Freelancer,United States Minor Outlying Islands
U101147,54.0,Prefer not to say,Freelancer,Philippines
U101148,25.0,Non-binary,Freelancer,Malta
U101149,59.0,Prefer not to say,Student,Cocos (Keeling) Islands
U101150,45.0,Non-binary,Student,Canada
U101151,48.0,Female,Unemployed,French Guiana
U101152,26.0,Prefer not to say,Student,Guyana
U101153,46.0,Non-binary,Student,Bulgaria
U101154,31.0,Male,Full-time,Greece
U101155,57.0,Male,Full-time,Brazil
U101156,58.0,Non-binary,Part-time,Madagascar
U101157,39.0,Female,Unemployed,Chad
U101158,28.0,Prefer not to say,Full-time,Norfolk Island
U101159,40.0,Non-binary,Unemployed,Paraguay
U101160,18.0,Male,Unemployed,Mali
U101161,63.0,Prefer not to say,Freelancer,Czech Republic
U101162,54.0,Male,Unemployed,British Indian Ocean Territory (Chagos Archipelago)
U101163,38.0,Male,Freelancer,Myanmar
U101164,43.0,Non-binary,Part-time,Antarctica (the territory South of 60 deg S)
U101165,63.0,Male,Part-time,Tajikistan
U101166,53.0,Prefer not to say,Part-time,Argentina
U101167,40.0,Female,Freelancer,Comoros
U101168,18.0,Non-binary,Freelancer,Argentina
U101169,57.0,Prefer not to say,Part-time,United Arab Emirates
U101170,32.0,Non-binary,Freelancer,Dominica
U101171,38.0,Male,Student,Greece
U101172,64.0,Male,Student,Philippines
U101173,26.0,Prefer not to say,Freelancer,Cyprus
U101174,26.0,Prefer not to say,Freelancer,Saint Vincent and the Grenadines
U101175,27.0,Female,Full-time,Kenya
U101176,43.0,Prefer not to say,Full-time,Iraq
U101177,58.0,Prefer not to say,Unemployed,Comoros
U101178,52.0,Non-binary,Unemployed,Cambodia
U101179,42.0,Male,Unemployed,Heard Island and McDonald Islands
U101180,43.0,Prefer not to say,Part-time,Myanmar
U101181,28.0,Female,Student,New Zealand
U101182,55.0,Prefer not to say,Part-time,Norfolk Island
U101183,19.0,Male,Freelancer,Uzbekistan
U101184,24.0,Prefer not to say,Full-time,Congo
U101185,35.0,Non-binary,Freelancer,Myanmar
U101186,44.0,Male,Freelancer,South Africa
U101187,51.0,Prefer not to say,Full-time,Western Sahara
U101188,44.0,Non-binary,Freelancer,Trinidad and Tobago
U101189,34.0,Male,Unemployed,Belize
U101190,60.0,Prefer not to say,Full-time,Peru
U101191,61.0,Non-binary,Freelancer,Senegal
U101192,41.0,Female,Unemployed,Guinea-Bissau
U101193,42.0,Non-binary,Unemployed,Cyprus
U101194,24.0,Female,Student,Czech Republic
U101195,23.0,Prefer not to say,Unemployed,Suriname
U101196,41.0,Non-binary,Part-time,Spain
U101197,50.0,Female,Full-time,Honduras
U101198,46.0,Male,Full-time,Russian Federation
U101199,60.0,Non-binary,Full-time,Timor-Leste
U101200,39.0,Prefer not to say,Freelancer,Niger
U101201,43.0,Male,Freelancer,Mexico
U101202,45.0,Female,Part-time,Saint Kitts and Nevis
U101203,38.0,Non-binary,Unemployed,Honduras
U101204,24.0,Non-binary,Freelancer,Senegal
U101205,34.0,Prefer not to say,Unemployed,Armenia
U101206,37.0,Male,Unemployed,Fiji
U101207,58.0,Non-binary,Freelancer,Sri Lanka
U101208,37.0,Non-binary,Freelancer,India
U101209,39.0,Male,Part-time,China
U101210,45.0,Non-binary,Student,Comoros
U101211,57.0,Male,Full-time,Togo
U101212,24.0,Male,Freelancer,Ghana
U101213,18.0,Male,Freelancer,Netherlands Antilles
U101214,49.0,Prefer not to say,Unemployed,French Southern Territories
U101215,30.0,Male,Student,Mexico
U101216,47.0,Male,Freelancer,Ecuador
U101217,40.0,Female,Student,Sudan
U101218,36.0,Female,Full-time,Turkey
U101219,49.0,Prefer not to say,Unemployed,Slovenia
U101220,47.0,Male,Part-time,Cote d'Ivoire
U101221,46.0,Female,Full-time,Anguilla
U101222,62.0,Female,Student,Vietnam
U101223,46.0,Non-binary,Student,Botswana
U101224,47.0,Male,Full-time,Russian Federation
U101225,33.0,Female,Student,Italy
U101226,57.0,Prefer not to say,Part-time,Cambodia
U101227,36.0,Non-binary,Part-time,Spain
U101228,35.0,Non-binary,Student,Greenland
U101229,18.0,Male,Student,Honduras
U101230,31.0,Male,Part-time,Denmark
U101231,64.0,Non-binary,Student,Malaysia
U101232,19.0,Prefer not to say,Freelancer,Kyrgyz Republic
U101233,45.0,Male,Unemployed,Pitcairn Islands
U101234,47.0,Male,Freelancer,Burkina Faso
U101235,55.0,Non-binary,Student,Greenland
U101236,21.0,Non-binary,Student,Grenada
U101237,18.0,Male,Unemployed,Cape Verde
U101238,25.0,Female,Student,Serbia
U101239,46.0,Male,Unemployed,American Samoa
U101240,56.0,Female,Part-time,Mongolia
U101241,20.0,Non-binary,Unemployed,Netherlands Antilles
U101242,49.0,Female,Unemployed,Uzbekistan
U101243,27.0,Prefer not to say,Freelancer,Madagascar
U101244,27.0,Non-binary,Student,New Zealand
U101245,36.0,Male,Part-time,Dominica
U101246,63.0,Male,Full-time,Serbia
U101247,51.0,Non-binary,Unemployed,Belarus
U101248,50.0,Non-binary,Full-time,United Kingdom
U101249,40.0,Prefer not to say,Student,Guinea-Bissau
U101250,45.0,Non-binary,Unemployed,Anguilla
U101251,49.0,Male,Full-time,Liberia
U101252,24.0,Prefer not to say,Freelancer,Macedonia
U101253,46.0,Male,Full-time,San Marino
U101254,25.0,Female,Freelancer,French Guiana
U101255,18.0,Non-binary,Part-time,Lebanon
U101256,20.0,Female,Student,Malawi
U101257,41.0,Male,Full-time,Falkland Islands (Malvinas)
U101258,40.0,Female,Unemployed,Panama
U101259,25.0,Female,Student,Equatorial Guinea
U101260,64.0,Male,Full-time,Djibouti
U101261,54.0,Male,Unemployed,Romania
U101262,20.0,Non-binary,Unemployed,Bahamas
U101263,50.0,Female,Unemployed,Fiji
U101264,45.0,Prefer not to say,Unemployed,Gambia
U101265,64.0,Prefer not to say,Full-time,Jamaica
U101266,25.0,Male,Part-time,Romania
U101267,51.0,Male,Freelancer,Tonga
U101268,52.0,Female,Freelancer,Faroe Islands
U101269,49.0,Male,Freelancer,Libyan Arab Jamahiriya
U101270,41.0,Prefer not to say,Part-time,Jordan
U101271,31.0,Non-binary,Unemployed,Portugal
U101272,49.0,Non-binary,Unemployed,Congo
U101273,63.0,Female,Student,Netherlands Antilles
U101274,60.0,Non-binary,Freelancer,Tunisia
U101275,33.0,Male,Freelancer,Micronesia
U101276,21.0,Male,Unemployed,Syrian Arab Republic
U101277,54.0,Male,Freelancer,Denmark
U101278,38.0,Male,Unemployed,Romania
U101279,31.0,Female,Unemployed,Saudi Arabia
U101280,48.0,Non-binary,Unemployed,Korea
U101281,35.0,Prefer not to say,Full-time,Solomon Islands
U101282,24.0,Non-binary,Full-time,Bahamas
U101283,27.0,Male,Full-time,Canada
U101284,24.0,Prefer not to say,Full-time,Peru
U101285,50.0,Female,Part-time,Austria
U101286,40.0,Male,Student,Morocco
U101287,38.0,Male,Student,Greenland
U101288,36.0,Prefer not to say,Unemployed,Germany
U101289,36.0,Female,Freelancer,Mozambique
U101290,53.0,Prefer not to say,Full-time,Cook Islands
U101291,46.0,Female,Student,San Marino
U101292,35.0,Male,Student,Saint Vincent and the Grenadines
U101293,19.0,Non-binary,Full-time,Tuvalu
U101294,18.0,Male,Part-time,Dominican Republic
U101295,64.0,Non-binary,Part-time,Marshall Islands
U101296,22.0,Non-binary,Student,Serbia
U101297,37.0,Female,Part-time,Haiti
U101298,28.0,Prefer not to say,Full-time,British Indian Ocean Territory (Chagos Archipelago)
U101299,59.0,Female,Student,Iran
U101300,19.0,Male,Full-time,Nepal
U101301,20.0,Prefer not to say,Part-time,Monaco
U101302,40.0,Non-binary,Full-time,Bolivia
U101303,29.0,Non-binary,Part-time,Faroe Islands
U101304,37.0,Male,Part-time,Bolivia
U101305,22.0,Prefer not to say,Full-time,Turkmenistan
U101306,54.0,Male,Part-time,Estonia
U101307,55.0,Male,Unemployed,Anguilla
U101308,47.0,Female,Full-time,Yemen
U101309,26.0,Male,Unemployed,Ecuador
U101310,51.0,Prefer not to say,Full-time,Nauru
U101311,61.0,Male,Part-time,Brazil
U101312,52.0,Prefer not to say,Part-time,Luxembourg
U101313,39.0,Non-binary,Student,Guam
U101314,61.0,Male,Student,Tonga
U101315,41.0,Prefer not to say,Unemployed,Brazil
U101316,34.0,Non-binary,Part-time,Samoa
U101317,27.0,Prefer not to say,Student,Lithuania
U101318,47.0,Non-binary,Part-time,Guernsey
U101319,63.0,Female,Full-time,Lebanon
U101320,40.0,Male,Student,Paraguay
U101321,49.0,Male,Unemployed,Indonesia
U101322,34.0,Non-binary,Student,French Southern Territories
U101323,34.0,Female,Part-time,United States of America
U101324,31.0,Prefer not to say,Freelancer,Ecuador
U101325,26.0,Female,Freelancer,Morocco
U101326,57.0,Prefer not to say,Part-time,Saudi Arabia
U101327,19.0,Prefer not to say,Full-time,Bhutan
U101328,62.0,Male,Student,Saudi Arabia
U101329,42.0,Non-binary,Freelancer,Suriname
U101330,56.0,Male,Full-time,Libyan Arab Jamahiriya
U101331,26.0,Male,Part-time,Palestinian Territory
U101332,39.0,Male,Full-time,Lithuania
U101333,60.0,Prefer not to say,Part-time,Macao
U101334,63.0,Male,Student,Trinidad and Tobago
U101335,21.0,Prefer not to say,Full-time,Syrian Arab Republic
U101336,43.0,Non-binary,Student,Saudi Arabia
U101337,46.0,Prefer not to say,Full-time,Russian Federation
U101338,62.0,Prefer not to say,Part-time,Kyrgyz Republic
U101339,51.0,Female,Part-time,Bermuda
U101340,40.0,Male,Full-time,Greenland
U101341,54.0,Male,Part-time,Nicaragua
U101342,28.0,Male,Unemployed,Afghanistan
U101343,23.0,Male,Unemployed,Madagascar
U101344,35.0,Female,Student,Djibouti
U101345,38.0,Female,Unemployed,United States Minor Outlying Islands
U101346,59.0,Female,Unemployed,Sri Lanka
U101347,53.0,Female,Freelancer,Holy See (Vatican City State)
U101348,58.0,Male,Freelancer,United States of America
U101349,55.0,Prefer not to say,Freelancer,Benin
U101350,51.0,Non-binary,Freelancer,Netherlands Antilles
U101351,34.0,Female,Part-time,Cocos (Keeling) Islands
U101352,54.0,Prefer not to say,Student,Gibraltar
U101353,42.0,Female,Student,Gibraltar
U101354,55.0,Male,Unemployed,Indonesia
U101355,29.0,Male,Student,Guernsey
U101356,40.0,Prefer not to say,Unemployed,Jamaica
U101357,59.0,Prefer not to say,Student,Congo
U101358,39.0,Prefer not to say,Full-time,Falkland Islands (Malvinas)
U101359,38.0,Male,Full-time,Guinea-Bissau
U101360,44.0,Male,Student,Nicaragua
U101361,48.0,Non-binary,Part-time,Solomon Islands
U101362,23.0,Prefer not to say,Unemployed,Belgium
U101363,44.0,Non-binary,Student,Georgia
U101364,57.0,Female,Unemployed,Belarus
U101365,51.0,Non-binary,Freelancer,Guernsey
U101366,29.0,Female,Student,Bangladesh
U101367,62.0,Female,Part-time,Congo
U101368,24.0,Non-binary,Freelancer,Czech Republic
U101369,27.0,Prefer not to say,Student,Tajikistan
U101370,62.0,Female,Full-time,Maldives
U101371,34.0,,Student,Cape Verde
U101372,43.0,Male,Full-time,France
U101373,38.0,Female,Full-time,Bosnia and Herzegovina
U101374,45.0,Male,Student,Portugal
U101375,63.0,Non-binary,Student,Uzbekistan
U101376,19.0,Prefer not to say,Full-time,Barbados
U101377,60.0,Non-binary,Unemployed,Venezuela
U101378,18.0,Female,Freelancer,Belize
U101379,53.0,Male,Part-time,Uganda
U101380,43.0,Female,Student,Somalia
U101381,46.0,Non-binary,Freelancer,Greece
U101382,38.0,Prefer not to say,Freelancer,Antarctica (the territory South of 60 deg S)
U101383,28.0,Prefer not to say,Unemployed,El Salvador
U101384,57.0,Female,Freelancer,El Salvador
U101385,28.0,Female,Student,Singapore
U101386,53.0,Male,Freelancer,Albania
U101387,56.0,Non-binary,Student,Macedonia
U101388,57.0,Female,Student,South Africa
U101389,52.0,Male,Full-time,Uganda
U101390,51.0,Female,Unemployed,Congo
U101391,64.0,Prefer not to say,Part-time,Turkmenistan
U101392,41.0,Male,Full-time,Seychelles
U101393,39.0,Male,Part-time,Iraq
U101394,22.0,Female,Student,Marshall Islands
U101395,50.0,Non-binary,Full-time,San Marino
U101396,53.0,Prefer not to say,Freelancer,Canada
U101397,64.0,Non-binary,Freelancer,Saint Vincent and the Grenadines
U101398,37.0,Male,Part-time,Seychelles
U101399,36.0,Non-binary,Student,Rwanda
U101400,52.0,Male,Part-time,Tanzania
U101401,60.0,Non-binary,Unemployed,Guatemala
U101402,34.0,Female,Freelancer,Saint Kitts and Nevis
U101403,62.0,Non-binary,Full-time,China
U101404,60.0,Male,Full-time,Holy See (Vatican City State)
U101405,51.0,Prefer not to say,Full-time,Gibraltar
U101406,26.0,Prefer not to say,Freelancer,Korea
U101407,43.0,Prefer not to say,Student,Papua New Guinea
U101408,19.0,Male,Freelancer,Zambia
U101409,26.0,Non-binary,Freelancer,Bhutan
U101410,26.0,Prefer not to say,Full-time,Israel
U101411,57.0,Prefer not to say,Freelancer,Saint Kitts and Nevis
U101412,34.0,Prefer not to say,Full-time,Haiti
U101413,18.0,Female,Student,Bhutan
U101414,42.0,Male,Unemployed,Comoros
U101415,60.0,Male,Full-time,Maldives
U101416,57.0,Male,Part-time,Tuvalu
U101417,59.0,Male,Unemployed,Uruguay
U101418,42.0,Male,Student,South Africa
U101419,56.0,Female,Unemployed,New Caledonia
U101420,52.0,Non-binary,Full-time,Sweden
U101421,20.0,Female,Student,Palestinian Territory
U101422,54.0,Prefer not to say,Part-time,French Guiana
U101423,61.0,Female,Full-time,British Indian Ocean Territory (Chagos Archipelago)
U101424,61.0,Male,Full-time,Nigeria
U101425,47.0,Female,Student,Maldives
U101426,55.0,Male,Student,Australia
U101427,51.0,Female,Unemployed,Afghanistan
U101428,29.0,Male,Part-time,Bangladesh
U101429,36.0,Prefer not to say,Unemployed,British Virgin Islands
U101430,54.0,Male,Unemployed,Panama
U101431,61.0,Female,Full-time,Central African Republic
U101432,34.0,Prefer not to say,Student,Georgia
U101433,27.0,Female,Full-time,Iraq
U101434,64.0,Prefer not to say,Part-time,United Kingdom
U101435,29.0,Non-binary,Unemployed,Malawi
U101436,33.0,Non-binary,Part-time,Indonesia
U101437,41.0,Non-binary,Student,French Polynesia
U101438,36.0,Female,Student,Luxembourg
U101439,25.0,Female,Freelancer,Norfolk Island
U101440,48.0,Prefer not to say,Part-time,Malaysia
U101441,38.0,Prefer not to say,Full-time,Liechtenstein
U101442,34.0,Prefer not to say,Part-time,Botswana
U101443,40.0,Prefer not to say,Unemployed,Cayman Islands
U101444,54.0,Male,Student,Netherlands
U101445,33.0,Non-binary,Student,Zimbabwe
U101446,23.0,Male,Part-time,Turkey
U101447,25.0,Male,Part-time,Sao Tome and Principe
U101448,42.0,Male,Part-time,Belarus
U101449,35.0,Male,Unemployed,French Polynesia
U101450,42.0,Non-binary,Unemployed,Paraguay
U101451,29.0,Male,Full-time,United States Virgin Islands
U101452,32.0,Prefer not to say,Part-time,Jersey
U101453,43.0,Female,Full-time,United States Virgin Islands
U101454,58.0,Prefer not to say,Freelancer,Grenada
U101455,62.0,Female,Unemployed,Germany
U101456,43.0,Prefer not to say,Student,Bouvet Island (Bouvetoya)
U101457,64.0,Prefer not to say,Freelancer,Seychelles
U101458,49.0,Female,Student,Andorra
U101459,27.0,Non-binary,Freelancer,Chad
U101460,33.0,Male,Full-time,Uganda
U101461,24.0,Prefer not to say,Full-time,El Salvador
U101462,34.0,Non-binary,Unemployed,Barbados
U101463,40.0,Male,Student,Mauritius
U101464,43.0,Non-binary,Freelancer,Gambia
U101465,38.0,Non-binary,Part-time,Latvia
U101466,39.0,Male,Part-time,Faroe Islands
U101467,24.0,Prefer not to say,Unemployed,Cameroon
U101468,31.0,Non-binary,Student,Cayman Islands
U101469,32.0,Prefer not to say,Part-time,Cook Islands
U101470,24.0,Prefer not to say,Unemployed,Zambia
U101471,26.0,Prefer not to say,Unemployed,Anguilla
U101472,25.0,Male,Student,Peru
U101473,40.0,Female,Part-time,Myanmar
U101474,46.0,Prefer not to say,Part-time,Gabon
U101475,35.0,Female,Part-time,Montserrat
U101476,48.0,Female,Full-time,Guinea
U101477,47.0,Non-binary,Part-time,French Guiana
U101478,56.0,Prefer not to say,Freelancer,Saint Vincent and the Grenadines
U101479,52.0,Prefer not to say,Full-time,Switzerland
U101480,35.0,Prefer not to say,Full-time,Svalbard & Jan Mayen Islands
U101481,59.0,Female,Full-time,Spain
U101482,56.0,Male,Full-time,Anguilla
U101483,34.0,Female,Unemployed,Germany
U101484,31.0,Prefer not to say,Freelancer,Libyan Arab Jamahiriya
U101485,48.0,Prefer not to say,Student,Mongolia
U101486,41.0,Prefer not to say,Part-time,Canada
U101487,52.0,Female,Full-time,Saint Vincent and the Grenadines
U101488,61.0,Prefer not to say,Student,Bermuda
U101489,62.0,Non-binary,Unemployed,Norway
U101490,51.0,Prefer not to say,Student,Singapore
U101491,20.0,Male,Full-time,Luxembourg
U101492,54.0,Non-binary,Freelancer,Morocco
U101493,60.0,Prefer not to say,Student,Micronesia
U101494,57.0,Non-binary,Full-time,Tonga
U101495,43.0,Prefer not to say,Full-time,Japan
U101496,40.0,Male,Part-time,Azerbaijan
U101497,61.0,Prefer not to say,Part-time,Belgium
U101498,56.0,Non-binary,Freelancer,French Guiana
U101499,32.0,Male,Part-time,United States Minor Outlying Islands
U101500,21.0,Female,Freelancer,Syrian Arab Republic
U101501,46.0,Male,Unemployed,Puerto Rico
U101502,39.0,Male,Unemployed,Reunion
U101503,42.0,Male,Part-time,Cape Verde
U101504,30.0,Non-binary,Unemployed,Ethiopia
U101505,35.0,Male,Student,Mozambique
U101506,50.0,Prefer not to say,Student,Malaysia
U101507,33.0,Male,Student,Nigeria
U101508,62.0,Male,Unemployed,Macao
U101509,59.0,Prefer not to say,Student,Guam
U101510,61.0,Prefer not to say,Freelancer,Morocco
U101511,19.0,Female,Full-time,Saint Pierre and Miquelon
U101512,52.0,Male,Part-time,Antigua and Barbuda
U101513,59.0,Non-binary,Freelancer,Austria
U101514,51.0,Male,Student,Trinidad and Tobago
U101515,47.0,Male,Full-time,Heard Island and McDonald Islands
U101516,30.0,Prefer not to say,Part-time,American Samoa
U101517,30.0,Female,Freelancer,Hungary
U101518,35.0,Male,Part-time,Holy See (Vatican City State)
U101519,49.0,Non-binary,Unemployed,Faroe Islands
U101520,49.0,Male,Student,French Guiana
U101521,52.0,Non-binary,Freelancer,Lao People's Democratic Republic
U101522,56.0,Prefer not to say,Freelancer,Montenegro
U101523,63.0,Female,Full-time,Myanmar
U101524,46.0,Male,Full-time,Reunion
U101525,46.0,Female,Full-time,Svalbard & Jan Mayen Islands
U101526,61.0,Male,Part-time,United States of America
U101527,33.0,Non-binary,Student,Lesotho
U101528,61.0,Female,Part-time,Norway
U101529,64.0,Male,Student,Zimbabwe
U101530,27.0,Prefer not to say,Freelancer,Nicaragua
U101531,47.0,Non-binary,Part-time,Gambia
U101532,42.0,Female,Part-time,Brunei Darussalam
U101533,56.0,Male,Part-time,Nigeria
U101534,37.0,Female,Unemployed,Papua New Guinea
U101535,22.0,Male,Student,Fiji
U101536,18.0,Non-binary,Student,South Georgia and the South Sandwich Islands
U101537,47.0,Prefer not to say,Part-time,Montserrat
U101538,20.0,Non-binary,Unemployed,Kuwait
U101539,62.0,Female,Part-time,United Kingdom
U101540,31.0,Female,Student,Moldova
U101541,47.0,Male,Freelancer,Namibia
U101542,21.0,Non-binary,Unemployed,Monaco
U101543,35.0,Male,Unemployed,Spain
U101544,54.0,Non-binary,Part-time,Macao
U101545,42.0,Female,Freelancer,Bhutan
U101546,18.0,Male,Student,Trinidad and Tobago
U101547,63.0,Male,Full-time,Kenya
U101548,32.0,Non-binary,Student,Saudi Arabia
U101549,26.0,Prefer not to say,Student,Maldives
U101550,32.0,Non-binary,Freelancer,Iceland
U101551,41.0,Prefer not to say,Unemployed,Estonia
U101552,21.0,Non-binary,Student,Israel
U101553,29.0,Female,Unemployed,Oman
U101554,54.0,Male,Freelancer,Mali
U101555,54.0,Non-binary,Freelancer,Dominican Republic
U101556,60.0,Female,Part-time,Gambia
U101557,23.0,Non-binary,Full-time,Kuwait
U101558,56.0,Male,Freelancer,Seychelles
U101559,63.0,Non-binary,Freelancer,Sweden
U101560,41.0,Prefer not to say,Unemployed,Syrian Arab Republic
U101561,28.0,Male,Freelancer,Oman
U101562,30.0,Prefer not to say,Student,Norfolk Island
U101563,51.0,Female,Part-time,Saint Pierre and Miquelon
U101564,42.0,Female,Part-time,Montenegro
U101565,24.0,Non-binary,Student,Grenada
U101566,21.0,Prefer not to say,Freelancer,Haiti
U101567,25.0,Prefer not to say,Full-time,Bosnia and Herzegovina
U101568,37.0,Male,Freelancer,Yemen
U101569,46.0,Prefer not to say,Part-time,Greenland
U101570,62.0,Prefer not to say,Full-time,Somalia
U101571,63.0,Male,Unemployed,Nepal
U101572,27.0,Male,Unemployed,Saint Kitts and Nevis
U101573,60.0,Prefer not to say,Freelancer,Dominica
U101574,51.0,Non-binary,Freelancer,Cook Islands
U101575,43.0,Male,Full-time,Iran
U101576,58.0,Male,Full-time,Czech Republic
U101577,20.0,Prefer not to say,Freelancer,Turkmenistan
U101578,23.0,Prefer not to say,Part-time,Syrian Arab Republic
U101579,22.0,Male,Unemployed,Namibia
U101580,22.0,Prefer not to say,Full-time,Burkina Faso
U101581,64.0,Male,Part-time,Canada
U101582,40.0,Non-binary,Freelancer,Bahamas
U101583,26.0,Non-binary,Student,Vietnam
U101584,52.0,Male,Full-time,Palau
U101585,37.0,Male,Student,Mauritania
U101586,59.0,Female,Part-time,Cameroon
U101587,52.0,Female,Unemployed,Liechtenstein
U101588,35.0,Prefer not to say,Part-time,Gibraltar
U101589,34.0,Prefer not to say,Unemployed,Czech Republic
U101590,41.0,Male,Part-time,Egypt
U101591,20.0,Male,Full-time,Solomon Islands
U101592,49.0,Female,Full-time,Ecuador
U101593,52.0,Female,Student,Cayman Islands
U101594,55.0,Male,Part-time,Finland
U101595,30.0,Non-binary,Part-time,Gambia
U101596,64.0,Non-binary,Student,Oman
U101597,42.0,Prefer not to say,Freelancer,New Zealand
U101598,26.0,Male,Part-time,Syrian Arab Republic
U101599,21.0,Male,Part-time,Tanzania
U101600,31.0,Prefer not to say,Part-time,Botswana
U101601,54.0,Female,Freelancer,Congo
U101602,51.0,Female,Full-time,Cook Islands
U101603,28.0,Non-binary,Student,Ukraine
U101604,58.0,Male,Freelancer,Latvia
U101605,20.0,Female,Unemployed,Saint Vincent and the Grenadines
U101606,45.0,Non-binary,Unemployed,New Zealand
U101607,46.0,Non-binary,Freelancer,Bangladesh
U101608,26.0,Non-binary,Freelancer,Angola
U101609,20.0,Female,Full-time,Lesotho
U101610,42.0,Female,Unemployed,Hong Kong
U101611,51.0,Male,Student,Tunisia
U101612,29.0,Male,Part-time,Lao People's Democratic Republic
U101613,59.0,Non-binary,Part-time,Georgia
U101614,26.0,Non-binary,Full-time,Greenland
U101615,32.0,Female,Full-time,Chile
U101616,57.0,Female,Unemployed,Dominica
U101617,42.0,Male,Student,Guadeloupe
U101618,22.0,Male,Student,Marshall Islands
U101619,28.0,Prefer not to say,Freelancer,Thailand
U101620,51.0,Male,Full-time,Azerbaijan
U101621,41.0,Female,Part-time,San Marino
U101622,32.0,Non-binary,Part-time,Georgia
U101623,55.0,Prefer not to say,Unemployed,South Africa
U101624,25.0,Male,Part-time,Tonga
U101625,22.0,Male,Student,Faroe Islands
U101626,43.0,Female,Student,Barbados
U101627,35.0,Prefer not to say,Full-time,Honduras
U101628,23.0,Male,Unemployed,Netherlands
U101629,54.0,Non-binary,Part-time,Nepal
U101630,30.0,Female,Full-time,Lithuania
U101631,45.0,Prefer not to say,Freelancer,Eritrea
U101632,22.0,Male,Freelancer,Norway
U101633,30.0,Male,Part-time,Luxembourg
U101634,34.0,Prefer not to say,Part-time,Vanuatu
U101635,57.0,Female,Part-time,New Caledonia
U101636,62.0,Prefer not to say,Student,Heard Island and McDonald Islands
U101637,49.0,Prefer not to say,Part-time,Slovenia
U101638,46.0,Female,Freelancer,Sri Lanka
U101639,20.0,Male,Part-time,Niger
U101640,57.0,Non-binary,Unemployed,Mozambique
U101641,51.0,Female,Freelancer,Sudan
U101642,57.0,Non-binary,Unemployed,Belgium
U101643,44.0,Male,Freelancer,Pitcairn Islands
U101644,30.0,Prefer not to say,Full-time,Indonesia
U101645,62.0,Non-binary,Freelancer,South Georgia and the South Sandwich Islands
U101646,50.0,Male,Freelancer,Hong Kong
U101647,23.0,Male,Unemployed,Gambia
U101648,41.0,Prefer not to say,Unemployed,Israel
U101649,36.0,Prefer not to say,Freelancer,Morocco
U101650,33.0,Male,Freelancer,Macao
U101651,57.0,Male,Student,Guinea
U101652,45.0,Non-binary,Full-time,Bosnia and Herzegovina
U101653,50.0,Male,Full-time,Palestinian Territory
U101654,58.0,Male,Part-time,Cyprus
U101655,30.0,Non-binary,Freelancer,Saint Pierre and Miquelon
U101656,60.0,Female,Freelancer,Jordan
U101657,62.0,Non-binary,Freelancer,Iran
U101658,42.0,Non-binary,Freelancer,Italy
U101659,59.0,Prefer not to say,Full-time,Bosnia and Herzegovina
U101660,53.0,Non-binary,Unemployed,Brunei Darussalam
U101661,44.0,Male,Student,Netherlands Antilles
U101662,55.0,Male,Unemployed,Hungary
U101663,24.0,Male,Unemployed,Kyrgyz Republic
U101664,22.0,Female,Full-time,Russian Federation
U101665,60.0,Male,Student,Guinea
U101666,62.0,Female,Freelancer,Gabon
U101667,48.0,Male,Full-time,Singapore
U101668,40.0,Non-binary,Full-time,Azerbaijan
U101669,59.0,Prefer not to say,Student,Tonga
U101670,27.0,Male,Part-time,Switzerland
U101671,49.0,Female,Full-time,Antigua and Barbuda
U101672,60.0,Female,Unemployed,Slovenia
U101673,47.0,Prefer not to say,Unemployed,Lebanon
U101674,56.0,Male,Freelancer,Saint Helena
U101675,48.0,Non-binary,Full-time,Macao
U101676,35.0,Male,Freelancer,Turkmenistan
U101677,53.0,Male,Full-time,Somalia
U101678,19.0,Prefer not to say,Student,Netherlands Antilles
U101679,31.0,Male,Full-time,Turkey
U101680,30.0,Non-binary,Part-time,Guyana
U101681,46.0,Female,Unemployed,Grenada
U101682,29.0,Prefer not to say,Student,Montenegro
U101683,56.0,Non-binary,Unemployed,French Southern Territories
U101684,19.0,Female,Freelancer,Pitcairn Islands
U101685,49.0,Prefer not to say,Student,Maldives
U101686,30.0,Prefer not to say,Part-time,Gibraltar
U101687,63.0,Female,Unemployed,Mongolia
U101688,44.0,Female,Full-time,New Caledonia
