ClickID,UserID,FeatureID,ClickTimestamp,TimeSpentSeconds
C1011274,U101081,F1260,2024-02-27 14:54:28,247.0
C1011275,U104355,F1147,2024-12-04 10:40:31,111.0
C1011276,U107662,F1234,2024-10-27 10:28:07,197.0
C1011277,U108216,F1284,2024-02-18 11:47:14,36.0
C1011278,U108389,F1002,2024-01-23 10:03:37,166.0
C1011279,U102626,F1024,2024-08-24 14:10:43,232.0
C1011280,U108614,F1232,2024-07-18 02:01:12,231.0
C1011281,U101141,F1054,2024-07-03 05:50:55,74.0
C1011282,U106935,F1241,2024-07-12 12:38:35,15.0
C1011283,U101120,F1124,2024-12-29 13:14:18,223.0
C1011284,U104527,F1296,2024-07-09 03:39:39,8.0
C1011285,U107106,F1129,2024-12-18 10:36:19,138.0
C1011286,U109985,F1005,2024-01-10 10:22:11,192.0
C1011287,U106693,F1227,2024-06-12 20:07:59,171.0
C1011288,U104903,F1186,2024-11-16 01:44:41,60.0
C1011289,U100055,F1192,2024-01-10 04:46:48,91.0
C1011290,U106758,F1286,2024-05-17 07:36:14,187.0
C1011291,U102263,F1100,2024-12-18 12:03:08,165.0
C1011292,U108212,F1045,2024-02-05 19:01:47,155.0
C1011293,U106353,F1059,2024-09-12 01:09:47,157.0
C1011294,U108482,F1045,2024-01-13 03:59:40,294.0
C1011295,U101994,F1274,2024-09-07 13:47:00,160.0
C1011296,U100834,F1256,2024-08-09 21:56:58,163.0
C1011297,U104283,F1222,2024-09-18 02:15:35,277.0
C1011298,U105270,F1017,2024-02-16 02:09:24,278.0
C1011299,U104309,F1226,2024-01-11 21:23:32,226.0
C1011300,U101501,F1223,2024-11-29 22:21:57,219.0
C1011301,U104688,F1064,2024-09-17 22:09:10,68.0
C1011302,U104136,F1267,2024-02-17 11:28:22,188.0
C1011303,U100019,F1172,2024-07-21 21:04:27,52.0
C1011304,U101032,F1151,2024-12-26 19:26:56,50.0
C1011305,U109016,F1259,2024-03-27 01:36:41,92.0
C1011306,U103274,F1078,2024-05-31 02:46:58,18.0
C1011307,U100747,F1223,2024-12-10 23:36:09,272.0
C1011308,U107004,F1279,2024-06-09 14:41:02,141.0
C1011309,U100967,F1022,2024-02-09 08:42:33,268.0
C1011310,U103547,F1217,2024-03-13 19:45:26,133.0
C1011311,U102798,F1276,2024-06-02 14:03:05,208.0
C1011312,U103015,F1197,2024-04-13 09:12:45,270.0
C1011313,U106605,F1149,2024-12-13 15:28:27,282.0
C1011314,U101804,F1121,2024-04-23 06:38:31,296.0
C1011315,U102023,F1108,2024-05-04 23:02:13,259.0
C1011316,U108592,F1230,2024-08-22 15:52:48,83.0
C1011317,U104432,F1228,2024-09-04 02:43:54,239.0
C1011318,U109560,F1202,2024-06-13 13:14:48,253.0
C1011319,U103324,F1292,2024-01-31 00:13:49,242.0
C1011320,U107163,F1285,2024-09-05 10:58:27,194.0
C1011321,U101877,F1286,2024-05-24 20:07:53,72.0
C1011322,U109589,F1288,2024-04-08 12:58:42,14.0
C1011323,U103675,F1075,2024-04-26 17:51:39,265.0
C1011324,U106961,F1249,2024-01-03 05:18:21,189.0
C1011325,U100005,F1077,2024-09-23 12:14:04,121.0
C1011326,U105533,F1254,2024-09-21 15:41:29,33.0
C1011327,U108777,F1063,2024-04-11 11:28:52,233.0
C1011328,U109713,F1108,2024-02-09 23:03:59,179.0
C1011329,U105175,F1113,2024-03-20 13:27:46,249.0
C1011330,U103878,F1231,2024-06-06 03:59:59,149.0
C1011331,U103469,F1025,2024-05-19 12:35:29,235.0
C1011332,U109013,F1176,2024-03-22 00:30:49,257.0
C1011333,U104333,F1042,2024-07-15 14:04:34,99.0
C1011334,U106633,F1048,2024-12-19 12:07:09,229.0
C1011335,U103093,F1179,2024-01-11 08:39:02,37.0
C1011336,U100857,F1159,2024-08-15 02:00:10,213.0
C1011337,U107618,F1105,2024-02-22 20:22:23,60.0
C1011338,U107977,F1112,2024-06-15 03:30:13,259.0
C1011339,U102550,F1249,2024-11-26 22:48:42,98.0
C1011340,U101225,F1017,2024-12-01 07:37:17,143.0
C1011341,U108845,F1122,2024-08-14 15:25:11,191.0
C1011342,U107453,F1284,2024-10-03 10:51:38,134.0
C1011343,U107400,F1159,2024-05-10 06:12:04,211.0
C1011344,U109531,F1181,2024-10-21 06:40:32,209.0
C1011345,U104556,F1083,2024-12-18 06:51:40,294.0
C1011346,U102717,F1286,2024-05-14 18:52:37,71.0
C1011347,U103392,F1170,2024-01-28 13:47:42,168.0
C1011348,U108154,F1168,2024-08-22 09:15:58,42.0
C1011349,U109254,F1298,2024-09-17 12:32:00,228.0
C1011350,U106122,F1135,2024-07-11 20:32:17,144.0
C1011351,U104528,F1124,2024-12-19 17:44:17,139.0
C1011352,U109800,F1008,2024-06-22 22:48:07,213.0
C1011353,U101081,F1077,2024-01-14 16:51:36,184.0
C1011354,U106639,F1032,2024-02-08 02:58:31,181.0
C1011355,U107018,F1078,2024-05-20 22:01:55,156.0
C1011356,U106105,F1221,2024-02-13 00:55:26,191.0
C1011357,U104750,F1231,2024-10-08 23:20:51,146.0
C1011358,U102654,F1082,2024-01-31 13:20:56,20.0
C1011359,U100155,F1138,2024-04-26 22:35:29,10.0
C1011360,U104296,F1127,2024-01-03 08:14:39,233.0
C1011361,U103069,F1087,2024-09-29 08:57:59,157.0
C1011362,U101963,F1270,2024-09-14 10:04:22,125.0
C1011363,U104594,F1028,2024-04-08 17:30:20,51.0
C1011364,U107663,F1230,2024-01-12 19:11:03,183.0
C1011365,U106303,F1154,2024-07-18 06:06:07,36.0
C1011366,U109426,F1275,2024-04-16 09:10:37,177.0
C1011367,U106142,F1013,2024-11-15 14:03:44,188.0
C1011368,U109668,F1036,2024-09-14 20:36:30,109.0
C1011369,U103755,F1215,2024-04-01 05:25:34,57.0
C1011370,U100830,F1048,2024-09-30 16:53:49,299.0
C1011371,U106574,F1234,2024-10-30 06:38:28,94.0
C1011372,U106121,F1249,2024-04-27 13:01:09,175.0
C1011373,U106074,F1014,2024-01-25 23:49:11,193.0
C1011374,U101342,F1004,2024-09-06 07:05:39,269.0
C1011375,U107679,F1096,2024-11-04 11:49:47,220.0
C1011376,U107329,F1230,2024-09-05 06:59:34,99.0
C1011377,U101844,F1289,2024-07-04 18:55:31,242.0
C1011378,U100461,F1135,2024-05-30 03:14:04,269.0
C1011379,U102991,F1237,2024-02-08 03:57:58,63.0
C1011380,U106843,F1053,2024-01-19 12:19:25,223.0
C1011381,U109770,F1086,2024-03-18 15:51:34,169.0
C1011382,U100200,F1227,2024-05-26 06:46:36,98.0
C1011383,U100515,F1059,2024-08-17 21:36:27,196.0
C1011384,U105871,F1292,2024-04-18 14:04:51,55.0
C1011385,U105450,F1273,2024-07-06 11:42:37,95.0
C1011386,U104839,F1009,2024-03-10 09:31:54,60.0
C1011387,U106490,F1250,2024-04-19 06:37:23,155.0
C1011388,U103231,F1067,2024-01-14 00:03:36,81.0
C1011389,U103696,F1198,2024-04-29 11:17:17,76.0
C1011390,U109467,F1085,2024-08-16 22:20:52,20.0
C1011391,U103293,F1036,2024-12-13 17:53:53,91.0
C1011392,U107001,F1199,2024-11-05 23:45:27,193.0
C1011393,U101629,F1042,2024-10-30 14:31:02,30.0
C1011394,U104018,F1209,2024-10-12 03:18:52,34.0
C1011395,U104489,F1280,2024-01-30 13:08:26,214.0
C1011396,U107563,F1241,2024-01-19 21:09:05,22.0
C1011397,U102016,F1145,2024-04-11 01:43:55,299.0
C1011398,U108358,F1251,2024-03-11 13:41:57,49.0
C1011399,U100975,F1202,2024-01-26 11:59:57,42.0
C1011400,U104547,F1166,2024-09-10 17:25:04,296.0
C1011401,U107305,F1253,2024-08-29 00:40:52,223.0
C1011402,U100859,F1236,2024-08-09 23:41:34,266.0
C1011403,U103944,F1182,2024-07-12 14:46:11,281.0
C1011404,U100209,F1260,2024-12-25 02:53:13,136.0
C1011405,U109800,F1112,2024-05-10 08:56:40,280.0
C1011406,U100213,F1177,2024-04-19 01:23:06,67.0
C1011407,U105897,F1297,2024-01-08 04:51:10,117.0
C1011408,U105782,F1161,2024-03-03 20:45:25,238.0
C1011409,U107402,F1020,2024-07-23 03:53:19,115.0
C1011410,U109164,F1059,2024-07-27 22:25:50,53.0
C1011411,U100303,F1018,2024-04-26 06:16:11,233.0
C1011412,U107276,F1290,2024-08-02 06:07:12,160.0
C1011413,U107000,F1248,2024-10-12 21:01:03,266.0
C1011414,U108174,F1013,2024-03-03 14:42:55,34.0
C1011415,U100860,F1085,2024-11-16 11:39:10,170.0
C1011416,U104047,F1102,2024-04-16 12:41:07,228.0
C1011417,U101855,F1221,2024-01-24 12:06:46,80.0
C1011418,U106951,F1267,2024-02-11 17:17:15,32.0
C1011419,U102167,F1176,2024-03-30 02:04:22,258.0
C1011420,U105959,F1203,2024-10-16 10:56:22,60.0
C1011421,U101633,F1002,2024-09-22 06:25:24,270.0
C1011422,U102474,F1118,2024-02-17 04:45:16,142.0
C1011423,U105040,F1103,2024-12-26 06:02:04,70.0
C1011424,U102377,F1154,2024-03-28 21:09:25,189.0
C1011425,U109942,F1219,2024-10-16 07:16:32,296.0
C1011426,U103411,F1152,2024-02-18 16:08:35,49.0
C1011427,U104659,F1239,2024-07-12 04:10:39,291.0
C1011428,U104275,F1026,2024-03-14 00:06:31,256.0
C1011429,U104385,F1270,2024-08-03 15:07:24,100.0
C1011430,U108677,F1157,2024-05-16 22:14:56,26.0
C1011431,U109552,F1202,2024-02-25 23:14:48,148.0
C1011432,U107275,F1186,2024-02-10 12:47:55,177.0
C1011433,U100772,F1180,2024-08-20 07:04:59,112.0
C1011434,U101832,F1077,2024-12-18 19:09:31,212.0
C1011435,U107605,F1199,2024-07-31 16:38:35,248.0
C1011436,U101299,F1266,2024-05-29 22:03:56,74.0
C1011437,U108373,F1077,2024-04-09 22:41:19,148.0
C1011438,U109454,F1178,2024-08-03 09:05:03,91.0
C1011439,U108337,F1110,2024-11-01 18:44:39,134.0
C1011440,U105163,F1213,2024-07-25 22:42:53,33.0
C1011441,U101839,F1201,2024-02-20 20:11:30,48.0
C1011442,U104594,F1227,2024-08-02 00:15:21,285.0
C1011443,U100802,F1023,2024-01-27 00:09:22,176.0
C1011444,U103950,F1133,2024-03-31 08:43:34,28.0
C1011445,U101318,F1032,2024-07-31 11:46:23,17.0
C1011446,U106118,F1010,2024-10-02 14:45:35,111.0
C1011447,U104626,F1114,2024-05-21 13:25:24,16.0
C1011448,U102940,F1290,2024-07-17 18:02:48,31.0
C1011449,U107569,F1064,2024-07-10 09:22:11,245.0
C1011450,U107398,F1205,2024-10-08 08:32:59,174.0
C1011451,U105458,F1065,2024-04-11 00:51:17,221.0
C1011452,U102052,F1132,2024-02-27 00:23:56,76.0
C1011453,U106454,F1166,2024-07-17 21:14:21,253.0
C1011454,U106305,F1078,2024-03-03 16:55:28,271.0
C1011455,U108407,F1220,2024-09-12 08:16:55,280.0
C1011456,U100785,F1165,2024-03-15 13:04:37,68.0
C1011457,U106979,F1269,2024-08-24 09:28:04,253.0
C1011458,U101635,F1022,2024-07-03 19:27:49,85.0
C1011459,U107338,F1071,2024-11-07 00:44:56,273.0
C1011460,U103109,F1211,2024-03-17 11:19:32,64.0
C1011461,U106053,F1165,2024-04-03 12:11:52,283.0
C1011462,U105004,F1063,2024-11-29 10:59:57,236.0
C1011463,U105756,F1229,2024-08-10 16:21:55,118.0
C1011464,U107445,F1256,2024-03-02 21:57:41,130.0
C1011465,U100284,F1297,2024-04-11 08:21:57,167.0
C1011466,U102413,F1213,2024-04-09 08:03:50,126.0
C1011467,U101643,F1203,2024-07-15 00:48:53,288.0
C1011468,U107235,F1024,2024-10-17 11:53:04,14.0
C1011469,U109319,F1115,2024-12-21 10:21:07,239.0
C1011470,U109461,F1184,2024-06-20 09:08:22,196.0
C1011471,U106335,F1179,2024-11-12 06:36:39,256.0
C1011472,U100643,F1082,2024-06-11 03:53:24,136.0
C1011473,U107311,F1238,2024-04-16 23:29:15,239.0
C1011474,U108217,F1150,2024-09-25 22:13:07,37.0
C1011475,U103937,F1251,2024-03-08 21:58:36,206.0
C1011476,U104807,F1117,2024-05-22 04:23:15,64.0
C1011477,U106336,F1137,2024-07-05 16:12:42,30.0
C1011478,U106524,F1163,2024-05-17 07:11:36,156.0
C1011479,U101025,F1130,2024-09-01 17:31:02,59.0
C1011480,U105722,F1071,2024-01-23 18:12:27,257.0
C1011481,U101068,F1175,2024-06-07 12:30:01,46.0
C1011482,U109130,F1111,2024-12-16 15:44:42,184.0
C1011483,U104098,F1065,2024-12-28 07:29:35,76.0
C1011484,U108015,F1130,2024-11-28 21:52:35,99.0
C1011485,U109664,F1062,2024-03-25 05:08:01,295.0
C1011486,U100175,F1014,2024-05-11 19:22:20,30.0
C1011487,U108095,F1129,2024-05-04 14:44:37,132.0
C1011488,U101143,F1144,2024-08-16 14:26:55,164.0
C1011489,U105893,F1266,2024-08-05 01:32:03,120.0
C1011490,U107341,F1260,2024-04-12 01:43:53,278.0
C1011491,U103510,F1278,2024-06-07 14:00:31,210.0
C1011492,U104062,F1095,2024-10-19 19:15:51,151.0
C1011493,U107797,F1062,2024-08-23 21:42:44,102.0
C1011494,U100950,F1238,2024-11-07 22:01:20,217.0
C1011495,U104436,F1028,2024-08-15 10:50:04,57.0
C1011496,U102744,F1144,2024-12-18 06:57:13,251.0
C1011497,U108312,F1162,2024-10-19 04:03:47,109.0
C1011498,U104670,F1175,2024-09-15 15:19:15,245.0
C1011499,U101920,F1086,2024-12-13 21:36:17,15.0
C1011500,U109876,F1116,2024-11-11 08:18:24,39.0
C1011501,U105612,F1202,2024-02-19 19:50:10,104.0
C1011502,U106419,F1256,2024-11-14 11:02:26,169.0
C1011503,U109160,F1134,2024-06-10 20:38:40,237.0
C1011504,U106172,F1232,2024-11-20 09:33:28,60.0
C1011505,U105930,F1076,2024-04-12 13:23:10,269.0
C1011506,U103808,F1083,2024-01-11 11:41:12,139.0
C1011507,U104738,F1197,2024-09-29 21:45:35,202.0
C1011508,U106495,F1285,2024-12-07 02:33:42,267.0
C1011509,U101104,F1069,2024-02-13 21:36:05,15.0
C1011510,U104389,F1097,2024-06-06 16:02:10,197.0
C1011511,U103884,F1098,2024-11-28 12:30:09,98.0
C1011512,U100732,F1083,2024-05-02 16:09:01,153.0
C1011513,U101581,F1165,2024-08-24 06:35:43,220.0
C1011514,U103679,F1157,2024-12-24 22:54:15,105.0
C1011515,U103852,F1096,2024-06-27 06:06:49,41.0
C1011516,U102427,F1103,2024-07-27 04:28:38,249.0
C1011517,U100323,F1271,2024-11-23 13:42:05,164.0
C1011518,U103699,F1282,2024-06-09 05:23:56,44.0
C1011519,U105181,F1099,2024-01-24 13:28:51,92.0
C1011520,U107313,F1277,2024-12-12 16:47:55,235.0
C1011521,U108553,F1045,2024-01-19 10:22:36,11.0
C1011522,U102100,F1160,2024-02-11 19:11:07,97.0
C1011523,U102754,F1099,2024-09-23 02:07:52,90.0
C1011524,U101472,F1195,2024-03-02 10:40:06,241.0
C1011525,U101106,F1275,2024-02-10 12:26:21,9.0
C1011526,U101803,F1003,2024-07-19 15:05:46,205.0
C1011527,U108272,F1009,2024-03-07 09:41:24,222.0
C1011528,U106657,F1262,2024-12-16 00:13:22,222.0
C1011529,U106906,F1158,2024-11-12 04:14:40,80.0
C1011530,U105355,F1090,2024-10-30 06:18:20,231.0
C1011531,U102988,F1012,2024-03-26 09:29:06,109.0
C1011532,U107204,F1074,2024-01-25 16:07:21,236.0
C1011533,U105776,F1188,2024-02-19 23:06:51,122.0
C1011534,U108516,F1009,2024-09-28 19:30:56,20.0
C1011535,U102361,F1151,2024-01-15 01:14:22,283.0
C1011536,U101234,F1115,2024-12-23 01:30:52,85.0
C1011537,U100102,F1128,2024-07-21 11:06:01,109.0
C1011538,U104912,F1004,2024-02-28 21:53:33,246.0
C1011539,U100746,F1006,2024-09-27 09:01:10,217.0
C1011540,U104908,F1241,2024-11-25 23:01:20,288.0
C1011541,U103691,F1100,2024-04-22 01:31:49,41.0
C1011542,U109439,F1229,2024-12-17 10:27:18,287.0
C1011543,U103064,F1256,2024-03-25 16:24:25,50.0
C1011544,U105412,F1287,2024-07-07 17:17:25,75.0
C1011545,U101719,F1144,2024-09-18 12:29:20,43.0
C1011546,U102202,F1273,2024-04-17 20:29:33,199.0
C1011547,U105151,F1067,2024-05-07 07:18:46,131.0
C1011548,U106026,F1048,2024-04-30 17:22:07,181.0
C1011549,U107737,F1268,2024-06-08 06:47:24,173.0
C1011550,U105452,F1068,2024-02-11 15:36:58,179.0
C1011551,U107184,F1086,2024-02-25 14:01:49,264.0
C1011552,U101789,F1132,2024-10-23 00:08:27,65.0
C1011553,U109956,F1076,2024-01-16 02:31:20,42.0
C1011554,U100259,F1061,2024-12-11 07:29:32,190.0
C1011555,U101918,F1072,2024-05-06 05:58:17,201.0
C1011556,U106504,F1067,2024-12-09 20:52:53,213.0
C1011557,U105518,F1217,2024-05-24 19:15:50,87.0
C1011558,U106603,F1077,2024-03-01 22:07:22,271.0
C1011559,U108175,F1245,2024-12-18 04:48:29,91.0
C1011560,U109978,F1257,2024-07-08 15:51:10,158.0
C1011561,U107252,F1094,2024-01-09 00:51:44,218.0
C1011562,U107230,F1177,2024-04-11 19:06:24,65.0
C1011563,U100099,F1001,2024-05-07 03:30:41,256.0
C1011564,U103905,F1171,2024-02-15 10:38:20,13.0
C1011565,U102342,F1051,2024-10-10 20:18:48,41.0
C1011566,U108091,F1036,2024-06-11 02:13:42,158.0
C1011567,U103233,F1065,2024-07-20 03:33:15,62.0
C1011568,U105024,F1091,2024-03-05 01:01:46,83.0
C1011569,U100327,F1183,2024-02-10 22:48:35,88.0
C1011570,U109543,F1278,2024-01-30 10:14:06,163.0
C1011571,U102289,F1198,2024-05-08 19:57:34,68.0
C1011572,U101365,F1166,2024-02-12 04:21:19,224.0
C1011573,U101408,F1231,2024-07-12 01:54:01,255.0
C1011574,U109702,F1085,2024-06-20 08:37:17,175.0
C1011575,U100219,F1259,2024-06-23 13:42:29,5.0
C1011576,U106407,F1040,2024-01-29 09:25:21,45.0
C1011577,U103239,F1098,2024-04-20 04:31:40,53.0
C1011578,U101269,F1158,2024-02-06 14:18:14,200.0
C1011579,U107542,F1234,2024-08-11 23:02:13,260.0
C1011580,U103817,F1031,2024-09-30 07:48:55,62.0
C1011581,U107189,F1042,2024-04-16 03:29:06,224.0
C1011582,U106857,F1261,2024-10-21 09:24:04,32.0
C1011583,U100067,F1091,2024-09-19 14:51:26,96.0
C1011584,U109863,F1208,2024-10-11 07:00:41,60.0
C1011585,U108934,F1266,2024-02-04 10:04:35,23.0
C1011586,U107225,F1168,2024-05-20 16:27:45,285.0
C1011587,U105383,F1282,2024-01-15 19:22:17,47.0
,U102012,F1188,2024-12-12 15:13:46,66.0
C1011589,U109897,F1075,2024-05-13 15:16:22,195.0
C1011590,U109638,F1012,2024-08-01 06:32:15,279.0
C1011591,U103069,F1034,2024-12-11 05:45:38,19.0
C1011592,U107666,F1024,2024-10-25 18:15:27,23.0
C1011593,U100290,F1291,2024-10-19 04:45:20,271.0
C1011594,U106312,F1148,2024-07-15 12:40:19,15.0
C1011595,U107727,F1111,2024-05-27 16:49:59,234.0
C1011596,U103679,F1035,2024-02-16 05:45:51,239.0
C1011597,U103910,F1154,2024-03-28 11:39:53,183.0
C1011598,U104651,F1201,2024-10-07 22:19:38,246.0
C1011599,U100352,F1025,2024-10-01 22:04:39,262.0
C1011600,U101263,F1172,2024-07-20 23:47:33,63.0
C1011601,U101826,F1007,2024-08-24 03:39:45,97.0
C1011602,U104378,F1124,2024-05-24 22:08:47,83.0
C1011603,U101605,F1238,2024-05-24 23:00:38,56.0
C1011604,U103398,F1204,2024-06-07 14:00:30,289.0
C1011605,U104551,F1168,2024-12-22 10:45:29,173.0
C1011606,U103006,F1082,2024-11-05 15:44:54,53.0
C1011607,U101004,F1082,2024-01-10 10:37:15,165.0
C1011608,U105967,F1073,2024-10-19 01:32:40,121.0
C1011609,U106428,F1283,2024-01-01 04:10:14,18.0
C1011610,U102078,F1152,2024-05-26 06:20:27,37.0
C1011611,U102495,F1162,2024-12-07 20:14:47,19.0
C1011612,U102261,F1036,2024-05-18 14:52:59,27.0
C1011613,U101737,F1154,2024-09-11 08:02:36,215.0
C1011614,U103096,F1260,2024-10-24 12:55:02,266.0
C1011615,U107927,F1087,2024-03-15 15:08:51,287.0
C1011616,U102444,F1193,2024-06-14 03:55:00,144.0
C1011617,U100336,F1244,2024-02-07 07:46:47,95.0
C1011618,U102983,F1056,2024-10-05 16:24:26,59.0
C1011619,U109159,F1188,2024-11-03 07:36:12,285.0
C1011620,U106998,F1126,2024-12-07 16:47:55,69.0
C1011621,U104998,F1031,2024-06-20 10:12:20,98.0
C1011622,U108863,F1299,2024-05-31 03:18:58,206.0
C1011623,U109495,F1214,2024-02-15 02:59:16,268.0
C1011624,U108187,F1121,2024-02-05 17:09:53,142.0
C1011625,U109906,F1188,2024-07-05 16:47:55,258.0
C1011626,U102595,F1161,2024-09-03 04:33:24,68.0
C1011627,U102970,F1241,2024-11-27 01:28:20,269.0
C1011628,U103269,F1119,2024-08-10 22:41:58,241.0
C1011629,U100478,F1085,2024-08-25 21:29:06,115.0
C1011630,U100843,F1276,2024-05-24 17:34:27,221.0
C1011631,U101625,F1051,2024-03-19 18:21:04,89.0
C1011632,U101880,F1119,2024-10-24 20:25:00,109.0
C1011633,U108696,F1038,2024-03-25 17:47:13,209.0
C1011634,U108301,F1170,2024-07-18 23:35:25,281.0
C1011635,U109597,F1198,2024-01-20 04:45:22,81.0
C1011636,U104492,F1193,2024-09-24 10:55:25,16.0
C1011637,U103480,F1107,2024-08-18 13:44:26,169.0
C1011638,U108542,F1131,2024-02-13 20:05:24,103.0
C1011639,U109749,F1243,2024-04-28 10:22:56,256.0
C1011640,U103042,F1110,2024-04-17 13:41:13,251.0
C1011641,U102836,F1059,2024-10-02 04:54:07,67.0
C1011642,U108078,F1016,2024-01-31 09:18:12,72.0
C1011643,U107874,F1162,2024-05-01 17:19:41,50.0
C1011644,U106564,F1007,2024-08-13 04:42:03,32.0
C1011645,U103628,F1055,2024-05-20 19:32:15,79.0
C1011646,U105017,F1187,2024-07-16 14:59:01,223.0
C1011647,U108302,F1182,2024-07-14 00:06:30,37.0
C1011648,U109957,F1262,2024-10-04 03:35:41,156.0
C1011649,U107606,F1064,2024-05-11 08:44:04,244.0
C1011650,U101201,F1280,2024-07-13 13:59:03,189.0
C1011651,U106003,F1023,2024-06-10 06:00:50,164.0
C1011652,U100010,F1113,2024-02-24 09:23:47,215.0
C1011653,U109781,F1096,2024-09-03 03:36:54,198.0
C1011654,U101501,F1095,2024-09-12 03:05:20,108.0
C1011655,U108320,F1064,2024-07-09 14:34:46,67.0
C1011656,U107905,F1135,2024-10-07 16:24:56,217.0
C1011657,U103603,F1172,2024-09-19 18:02:12,79.0
C1011658,U104195,F1030,2024-11-01 03:48:12,177.0
C1011659,U100289,F1134,2024-04-15 11:35:10,216.0
C1011660,U105688,F1158,2024-08-28 23:12:18,275.0
C1011661,U107393,F1108,2024-03-10 11:00:11,52.0
C1011662,U109868,F1241,2024-09-02 14:46:45,126.0
C1011663,U107605,F1187,2024-12-14 20:15:17,72.0
C1011664,U102693,F1183,2024-10-29 23:55:00,234.0
C1011665,U109562,F1159,2024-03-11 17:55:27,35.0
C1011666,U108374,F1093,2024-07-16 18:02:58,126.0
C1011667,U100350,F1188,2024-10-06 19:05:04,194.0
C1011668,U103586,F1075,2024-04-05 00:01:07,109.0
C1011669,U105915,F1265,2024-11-19 14:09:31,56.0
C1011670,U109593,F1068,2024-03-13 09:27:18,118.0
C1011671,U105584,F1086,2024-04-30 13:12:30,244.0
C1011672,U102849,F1096,2024-02-21 21:14:18,123.0
C1011673,U104435,F1253,2024-04-12 08:36:09,157.0
C1011674,U106404,F1292,2024-04-16 20:00:19,210.0
C1011675,U103927,F1001,2024-01-22 14:28:48,64.0
C1011676,U106514,F1297,2024-05-13 11:55:13,172.0
C1011677,U107440,F1195,2024-01-22 14:16:01,173.0
C1011678,U105816,F1137,2024-12-19 02:25:11,40.0
C1011679,U106592,F1030,2024-04-19 22:44:19,191.0
C1011680,U105825,F1206,2024-01-16 21:40:31,231.0
C1011681,U103488,F1005,2024-01-12 16:56:05,143.0
C1011682,U101895,F1064,2024-07-22 08:51:11,32.0
C1011683,U102908,F1248,2024-11-19 07:21:08,19.0
C1011684,U101411,F1201,2024-07-06 08:19:42,147.0
C1011685,U105457,F1080,2024-06-19 09:46:25,65.0
C1011686,U103999,F1058,2024-10-31 15:41:24,162.0
C1011687,U105448,F1219,2024-12-21 18:36:17,260.0
C1011688,U108847,F1242,2024-03-24 14:01:21,205.0
C1011689,U106292,F1140,2024-01-27 08:08:48,146.0
C1011690,U108541,F1261,2024-04-14 01:51:29,266.0
C1011691,U107008,F1186,2024-01-09 04:16:10,248.0
C1011692,U101143,F1230,2024-12-23 01:03:03,297.0
C1011693,U100397,F1089,2024-07-21 10:02:00,101.0
C1011694,U100645,F1245,2024-09-09 12:52:44,97.0
C1011695,U107606,F1041,2024-03-25 20:51:56,6.0
C1011696,U104132,F1144,2024-04-04 15:22:32,164.0
C1011697,U102234,F1022,2024-12-16 14:24:32,207.0
C1011698,U109675,F1142,2024-11-23 15:09:20,29.0
C1011699,U101962,F1055,2024-05-19 21:15:43,69.0
C1011700,U100809,F1221,2024-02-08 05:46:08,278.0
C1011701,U106473,F1064,2024-09-01 12:46:05,94.0
C1011702,U107483,F1216,2024-11-14 17:55:00,9.0
C1011703,U104415,F1111,2024-11-07 13:20:20,9.0
C1011704,U106618,F1249,2024-08-09 03:46:19,144.0
C1011705,U108705,F1086,2024-07-06 13:48:15,133.0
C1011706,U108525,F1289,2024-10-22 22:45:38,269.0
C1011707,U104819,F1111,2024-01-03 07:42:22,63.0
C1011708,U100007,F1240,2024-08-25 14:02:11,136.0
C1011709,U105815,F1267,2024-04-25 01:28:32,270.0
C1011710,U108132,F1086,2024-06-11 16:14:23,185.0
C1011711,U105414,F1071,2024-03-07 13:21:14,111.0
C1011712,U109490,F1226,2024-09-02 08:29:12,288.0
C1011713,U102946,F1127,2024-05-15 19:56:33,115.0
C1011714,U105736,F1079,2024-09-07 04:35:37,237.0
C1011715,U101844,F1083,2024-05-08 13:41:45,58.0
C1011716,U103611,F1027,2024-06-18 19:08:52,39.0
C1011717,U107559,F1137,2024-03-02 20:27:19,268.0
C1011718,U108184,F1010,2024-11-20 06:24:44,114.0
C1011719,U105686,F1174,2024-09-24 17:16:00,121.0
C1011720,U103065,F1135,2024-08-25 04:21:02,37.0
C1011721,U109294,F1030,2024-02-08 04:18:59,253.0
C1011722,U100679,F1164,2024-04-09 03:17:46,95.0
C1011723,U107190,F1160,2024-05-09 15:45:46,125.0
C1011724,U105347,F1136,2024-01-19 03:30:08,140.0
C1011725,U104047,F1173,2024-03-06 10:36:53,61.0
C1011726,U100009,F1268,2024-01-20 06:42:56,271.0
C1011727,U106463,F1243,2024-07-01 21:09:55,255.0
C1011728,U105321,F1051,2024-06-25 23:54:00,53.0
C1011729,U104216,F1188,2024-05-27 06:01:14,194.0
C1011730,U108865,F1009,2024-10-17 07:28:06,133.0
C1011731,U107734,F1169,2024-01-10 05:15:44,153.0
C1011732,U107506,F1164,2024-07-18 06:20:05,42.0
C1011733,U101456,F1014,2024-10-03 23:16:45,45.0
C1011734,U100043,F1155,2024-01-08 11:52:03,128.0
C1011735,U107326,F1164,2024-09-27 06:38:34,83.0
C1011736,U107776,F1192,2024-08-20 19:30:55,245.0
C1011737,U104570,F1055,2024-03-23 02:58:42,37.0
C1011738,U102571,F1285,2024-07-09 01:38:41,93.0
