ScrollID,UserID,FeatureID,ScrollPercent,SessionDate
S2010130,U108672,F1083,82.21,2024-01-09
S2010131,U107174,F1281,71.34,2024-01-06
S2010132,U108169,F1076,27.81,2024-10-04
S2010133,U104667,F1084,19.95,2024-10-03
S2010134,U106894,F1170,81.68,2024-07-21
S2010135,U105406,F1085,48.61,2024-08-16
S2010136,U100756,F1031,49.97,2024-09-26
S2010137,U108469,F1217,10.97,2024-12-23
S2010138,U104556,F1116,72.99,2024-05-06
S2010139,U104413,F1271,59.58,2024-12-12
S2010140,U101861,F1236,10.51,2024-01-20
S2010141,U105417,F1173,62.06,2024-03-09
S2010142,U104021,F1086,87.85,2024-09-10
S2010143,U108817,F1128,86.5,2024-08-13
S2010144,U108898,F1091,44.39,2024-04-08
S2010145,U106683,F1037,87.35,2024-02-28
S2010146,U102278,F1287,54.96,2024-06-01
S2010147,U104734,F1130,57.22,2024-02-19
S2010148,U108568,F1198,18.01,2024-01-18
S2010149,U107074,F1134,26.01,2024-01-12
S2010150,U109161,F1202,44.25,2024-10-24
S2010151,U104504,F1032,96.18,2024-01-06
S2010152,U108976,F1192,61.11,2024-08-25
S2010153,U106171,F1112,49.96,2024-10-15
S2010154,U106990,F1129,70.7,2024-02-28
S2010155,U104970,F1205,81.0,2024-01-21
S2010156,U107595,F1063,55.84,2024-12-13
S2010157,U108794,F1198,66.02,2024-01-21
S2010158,U106703,F1009,73.45,2024-12-20
S2010159,U101378,F1081,58.16,2024-03-30
S2010160,U103707,F1169,61.23,2024-04-02
S2010161,U108723,F1270,99.38,2024-08-24
S2010162,U109935,F1096,51.93,2024-11-16
S2010163,U105571,F1183,34.07,2024-03-26
S2010164,U100047,F1166,72.57,2024-01-21
S2010165,U104685,F1098,73.86,2024-06-27
S2010166,U106520,F1074,10.02,2024-09-11
S2010167,U106011,F1195,49.38,2024-10-18
S2010168,U104013,F1052,71.64,2024-07-24
S2010169,U103698,F1078,26.21,2024-12-05
S2010170,U107180,F1287,77.53,2024-11-18
S2010171,U101448,F1283,45.78,2024-05-25
S2010172,U102414,F1007,76.29,2024-05-15
S2010173,U104773,F1051,16.97,2024-05-15
S2010174,U102378,F1051,98.16,2024-01-24
S2010175,U103919,F1289,11.27,2024-02-07
S2010176,U100539,F1204,78.94,2024-04-02
S2010177,U109044,F1234,95.66,2024-06-03
S2010178,U100392,F1039,18.83,2024-09-18
S2010179,U104345,F1038,80.45,2024-11-10
S2010180,U106809,F1147,11.14,2024-07-10
S2010181,U102575,F1231,86.55,2024-12-29
S2010182,U100378,F1258,33.8,2024-11-24
S2010183,U100219,F1260,96.17,2024-05-09
S2010184,U100874,F1083,14.67,2024-04-16
S2010185,U102351,F1076,21.82,2024-12-02
S2010186,U102078,F1043,19.81,2024-09-07
S2010187,U100642,F1008,89.23,2024-06-08
S2010188,U100271,F1209,20.34,2024-04-23
S2010189,U100023,F1028,94.32,2024-03-14
S2010190,U109800,F1088,97.78,2024-08-25
S2010191,U109294,F1015,54.42,2024-04-11
S2010192,U107301,F1255,26.72,2024-05-01
S2010193,U101899,F1073,75.38,2024-07-09
S2010194,U105988,F1230,67.71,2024-08-07
S2010195,U103838,F1111,61.19,2024-07-20
S2010196,U104961,F1046,42.55,2024-07-23
S2010197,U103137,F1090,53.43,2024-06-02
S2010198,U107684,F1012,92.97,2024-02-20
S2010199,U100616,F1253,42.75,2024-10-07
S2010200,U100378,F1207,56.68,2024-11-23
S2010201,U104063,F1282,91.92,2024-12-14
S2010202,U105162,F1114,67.55,2024-12-12
S2010203,U101311,F1176,69.85,2024-11-07
S2010204,U109732,F1153,72.33,2024-02-24
S2010205,U100022,F1173,68.08,2024-03-16
S2010206,U106109,F1171,53.23,2024-03-12
S2010207,U108032,F1146,39.24,2024-11-18
S2010208,U104535,F1017,81.08,2024-11-25
S2010209,U102870,F1190,43.96,2024-10-14
S2010210,U105101,F1044,77.34,2024-08-24
S2010211,U103120,F1069,51.61,2024-12-30
S2010212,U102478,F1046,25.19,2024-01-20
S2010213,U100257,F1233,69.26,2024-08-11
S2010214,U100262,F1192,75.38,2024-12-15
S2010215,U109704,F1219,99.33,2024-02-07
S2010216,U104540,F1194,20.8,2024-04-27
S2010217,U101312,F1280,98.98,2024-02-11
S2010218,U100151,F1208,79.03,2024-04-13
S2010219,U106303,F1254,61.84,2024-11-11
S2010220,U108438,F1011,78.36,2024-09-05
S2010221,U101598,F1035,25.63,2024-09-13
S2010222,U103214,F1117,46.39,2024-05-05
S2010223,U104704,F1179,76.78,2024-09-20
S2010224,U109550,F1133,14.25,2024-03-22
S2010225,U108470,F1201,64.94,2024-05-03
S2010226,U101939,F1264,46.08,2024-10-03
S2010227,U105106,F1066,13.52,2024-11-05
S2010228,U101798,F1184,99.33,2024-06-14
S2010229,U100246,F1226,38.55,2024-10-31
S2010230,U109648,F1217,16.14,2024-01-09
S2010231,U103574,F1282,51.76,2024-11-09
S2010232,U104033,F1065,89.77,2024-02-16
S2010233,U109019,F1110,76.53,2024-10-05
S2010234,U100902,F1021,21.86,2024-04-15
S2010235,U103511,F1296,93.52,2024-05-16
S2010236,U107787,F1271,17.82,2024-11-07
S2010237,U100412,F1224,18.5,2024-03-17
S2010238,U109869,F1045,26.51,2024-07-23
S2010239,U105799,F1128,61.79,2024-02-02
S2010240,U102037,F1090,72.13,2024-01-28
S2010241,U108833,F1045,50.69,2024-07-05
S2010242,U106320,F1055,97.85,2024-05-29
S2010243,U106505,F1174,92.59,2024-08-11
S2010244,U102016,F1251,58.39,2024-02-24
S2010245,U107596,F1151,10.6,2024-10-08
S2010246,U107360,F1130,13.55,2024-07-12
S2010247,U100256,F1233,78.58,2024-05-28
S2010248,U106362,F1037,33.54,2024-09-13
S2010249,U101874,F1094,39.33,2024-12-15
S2010250,U100003,F1275,20.41,2024-02-17
S2010251,U102680,F1036,67.88,2024-04-18
S2010252,U108705,F1291,33.58,2024-02-14
S2010253,U106392,F1229,95.79,2024-10-25
S2010254,U104230,F1206,66.47,2024-06-25
S2010255,U106507,F1094,30.06,2024-12-03
S2010256,U106801,F1075,17.8,2024-12-29
S2010257,U105094,F1076,27.31,2024-04-08
S2010258,U107943,F1039,27.34,2024-02-24
S2010259,U109809,F1090,69.31,2024-03-27
S2010260,U105721,F1163,89.69,2024-01-23
S2010261,U104810,F1167,36.63,2024-07-30
S2010262,U104665,F1227,57.48,2024-04-02
S2010263,U100061,F1276,73.33,2024-05-14
S2010264,U108193,F1231,60.03,2024-07-14
S2010265,U107453,F1017,31.32,2024-08-11
S2010266,U107643,F1281,61.06,2024-10-03
S2010267,U101804,F1205,94.01,2024-06-11
S2010268,U108590,F1206,53.03,2024-06-02
S2010269,U106718,F1096,36.58,2024-11-24
S2010270,U101562,F1081,34.96,2024-05-31
S2010271,U101622,F1024,15.39,2024-03-09
S2010272,U107680,F1201,13.4,2024-04-27
S2010273,U102886,F1245,45.45,2024-01-04
S2010274,U101927,F1209,94.25,2024-05-11
S2010275,U102900,F1000,49.72,2024-02-10
S2010276,U106329,F1274,83.49,2024-07-09
S2010277,U109640,F1164,47.88,2024-03-06
S2010278,U105886,F1243,92.89,2024-07-14
S2010279,U108532,F1087,32.39,2024-06-26
S2010280,U106521,F1217,56.48,2024-03-06
S2010281,U106674,F1072,70.41,2024-03-13
S2010282,U107149,F1132,76.3,2024-11-21
S2010283,U104709,F1105,73.19,2024-08-08
S2010284,U107234,F1227,43.82,2024-11-13
S2010285,U108386,F1130,79.39,2024-07-02
S2010286,U102731,F1060,33.77,2024-06-30
S2010287,U105211,F1013,72.87,2024-01-27
S2010288,U109956,F1245,17.4,2024-11-11
S2010289,U104199,F1202,42.38,2024-09-25
S2010290,U106363,F1027,23.53,2024-08-15
S2010291,U103385,F1115,30.05,2024-10-24
S2010292,U103961,F1105,50.75,2024-02-24
S2010293,U106510,F1126,86.26,2024-05-23
S2010294,U109641,F1017,61.97,2024-10-11
S2010295,U105579,F1024,34.49,2024-04-08
S2010296,U106309,F1071,46.76,2024-06-13
S2010297,U100504,F1203,48.24,2024-03-23
S2010298,U109264,F1040,41.48,2024-07-17
S2010299,U100497,F1222,81.47,2024-02-05
S2010300,U107946,F1068,19.32,2024-06-22
S2010301,U105559,F1018,42.77,2024-08-17
S2010302,U100886,F1026,77.37,2024-01-07
S2010303,U102688,F1104,90.83,2024-05-25
S2010304,U104347,F1253,20.71,2024-06-09
S2010305,U108003,F1072,43.39,2024-09-11
S2010306,U102861,F1029,72.37,2024-10-29
S2010307,U102225,F1137,86.22,2024-04-18
S2010308,U103833,F1200,92.02,2024-09-14
S2010309,U102847,F1272,17.57,2024-02-17
S2010310,U103844,F1123,15.46,2024-05-22
S2010311,U101724,F1196,61.75,2024-09-01
S2010312,U104995,F1097,71.31,2024-10-21
S2010313,U103052,F1270,39.77,2024-08-10
S2010314,U107466,F1259,73.05,2024-10-03
S2010315,U106575,F1276,28.84,2024-06-08
S2010316,U103040,F1134,21.53,2024-08-19
S2010317,U100190,F1232,53.81,2024-11-10
S2010318,U103975,F1280,50.62,2024-06-11
S2010319,U103572,F1088,48.67,2024-02-11
S2010320,U106816,F1081,37.96,2024-02-11
S2010321,U107025,F1194,61.13,2024-05-30
S2010322,U102707,F1211,98.78,2024-02-12
S2010323,U105345,F1050,40.55,2024-12-29
S2010324,U103144,F1139,81.13,2024-03-20
S2010325,U108463,F1089,16.9,2024-03-21
S2010326,U102290,F1131,23.34,2024-01-26
S2010327,U101783,F1132,22.9,2024-11-23
S2010328,U105065,F1273,15.47,2024-05-03
S2010329,U104467,F1226,49.8,2024-12-05
S2010330,U107835,F1080,27.44,2024-05-14
S2010331,U106833,F1257,38.73,2024-06-18
S2010332,U100842,F1269,34.77,2024-06-23
S2010333,U100090,F1258,41.34,2024-07-20
S2010334,U105109,F1059,62.93,2024-05-13
S2010335,U100823,F1019,60.83,2024-03-20
S2010336,U109173,F1052,48.78,2024-11-10
S2010337,U100665,F1005,61.18,2024-01-01
S2010338,U102077,F1067,75.87,2024-11-30
S2010339,U101837,F1006,68.55,2024-07-03
S2010340,U108950,F1050,11.46,2024-02-03
S2010341,U106868,F1281,26.47,2024-04-21
S2010342,U100749,F1011,19.68,2024-07-29
S2010343,U108523,F1176,66.77,2024-03-20
S2010344,U109422,F1143,64.0,2024-04-03
S2010345,U107889,F1285,95.64,2024-03-14
S2010346,U104444,F1241,71.55,2024-02-23
S2010347,U109881,F1174,81.46,2024-09-15
S2010348,U103477,F1274,75.33,2024-02-10
S2010349,U104634,F1283,34.68,2024-12-22
S2010350,U101276,F1233,96.71,2024-12-03
S2010351,U109995,F1221,54.07,2024-01-28
S2010352,U103388,F1213,43.96,2024-01-14
S2010353,U104497,F1122,69.41,2024-08-19
S2010354,U100904,F1017,51.73,2024-04-02
S2010355,U102084,F1254,27.41,2024-08-22
S2010356,U108209,F1227,50.06,2024-07-08
S2010357,U101010,F1258,17.23,2024-12-04
S2010358,U104381,F1122,46.31,2024-09-23
S2010359,U101549,F1214,11.3,2024-12-16
S2010360,U107377,F1166,72.49,2024-02-26
S2010361,U101312,F1241,78.51,2024-06-15
S2010362,U101585,F1039,23.5,2024-05-03
S2010363,U106031,F1023,61.58,2024-04-09
S2010364,U102182,F1098,61.46,2024-08-24
S2010365,U104222,F1288,10.2,2024-06-10
S2010366,U108378,F1019,73.29,2024-08-15
S2010367,U105606,F1220,24.89,2024-10-31
S2010368,U107682,F1064,13.83,2024-09-10
S2010369,U103513,F1113,14.73,2024-01-28
S2010370,U107986,F1123,75.07,2024-04-22
S2010371,U108629,F1271,84.42,2024-10-16
S2010372,U102240,F1024,79.39,2024-07-26
S2010373,U103628,F1000,64.71,2024-12-01
S2010374,U100160,F1187,64.4,2024-07-07
S2010375,U106503,F1270,64.99,2024-09-22
S2010376,U100764,F1084,54.1,2024-02-18
S2010377,U103895,F1264,64.33,2024-02-24
S2010378,U107578,F1016,14.38,2024-03-17
S2010379,U104548,F1124,62.24,2024-08-18
S2010380,U100943,F1277,62.8,2024-11-09
S2010381,U109628,F1281,25.0,2024-03-18
S2010382,U107387,F1024,55.59,2024-11-04
S2010383,U103274,F1157,47.1,2024-03-27
S2010384,U103357,F1299,62.46,2024-12-30
S2010385,U101111,F1138,88.53,2024-06-29
S2010386,U104788,F1086,68.19,2024-04-03
S2010387,U103289,F1084,17.59,2024-07-15
S2010388,U102369,F1173,38.91,2024-11-08
S2010389,U100758,F1172,30.66,2024-08-21
S2010390,U106273,F1194,47.02,2024-12-26
S2010391,U105241,F1002,83.85,2024-11-09
S2010392,U103078,F1193,65.09,2024-03-10
S2010393,U100826,F1278,63.39,2024-10-26
S2010394,U102765,F1007,91.85,2024-12-14
S2010395,U106598,F1194,73.34,2024-04-28
S2010396,U101699,F1131,90.57,2024-04-17
S2010397,U109138,F1137,61.65,2024-08-07
S2010398,U104063,F1162,29.9,2024-09-04
S2010399,U109483,F1214,65.56,2024-12-04
S2010400,U106650,F1058,82.98,2024-06-07
S2010401,U102306,F1024,49.68,2024-12-03
S2010402,U101107,F1253,10.92,2024-02-13
S2010403,U107240,F1261,69.55,2024-03-26
S2010404,U103179,F1251,55.33,2024-02-08
S2010405,U105953,F1256,49.06,2024-09-25
S2010406,U102904,F1108,55.53,2024-05-28
S2010407,U100235,F1140,64.28,2024-09-15
S2010408,U101848,F1227,65.27,2024-10-06
S2010409,U108898,F1275,36.91,2024-11-04
S2010410,U104548,F1006,22.89,2024-10-28
S2010411,U102128,F1197,73.64,2024-10-20
S2010412,U102903,F1275,59.56,2024-10-21
S2010413,U101074,F1070,25.04,2024-08-29
S2010414,U103718,F1257,95.2,2024-03-15
S2010415,U106158,F1177,41.86,2024-08-14
S2010416,U100780,F1180,23.17,2024-07-22
S2010417,U102826,F1274,46.85,2024-06-02
S2010418,U109151,F1026,57.98,2024-09-19
S2010419,U101927,F1077,83.66,2024-06-08
S2010420,U100288,F1295,61.27,2024-11-16
S2010421,U101434,F1131,94.1,2024-03-04
S2010422,U109647,F1287,93.31,2024-11-28
S2010423,U101571,F1273,38.67,2024-11-25
S2010424,U109492,F1132,81.85,2024-12-22
S2010425,U106639,F1285,92.87,2024-05-13
S2010426,U103811,F1205,46.62,2024-07-18
S2010427,U104753,F1225,67.84,2024-09-20
S2010428,U109485,F1085,16.87,2024-06-13
S2010429,U108537,F1096,66.96,2024-10-15
S2010430,U107781,F1125,93.47,2024-08-01
S2010431,U104959,F1237,62.04,2024-08-12
S2010432,U103182,F1094,61.57,2024-09-06
S2010433,U107668,F1174,97.22,2024-10-29
S2010434,U104163,F1107,71.8,2024-02-14
S2010435,U102184,F1207,94.21,2024-12-14
S2010436,U107688,F1238,89.31,2024-01-29
S2010437,U105680,F1148,94.76,2024-11-13
S2010438,U102225,F1238,88.49,2024-10-19
S2010439,U105233,F1206,25.62,2024-09-03
S2010440,U104250,F1056,96.07,2024-04-13
S2010441,U103400,F1213,37.05,2024-02-21
S2010442,U102332,F1285,19.05,2024-01-28
S2010443,U106497,F1171,90.29,2024-01-27
S2010444,U100556,F1115,44.65,2024-02-08
S2010445,U100209,F1155,42.2,2024-08-21
S2010446,U104784,F1146,75.64,2024-04-05
S2010447,U104752,F1212,24.04,2024-09-21
S2010448,U102494,F1181,43.42,2024-11-13
S2010449,U107367,F1098,58.45,2024-02-14
S2010450,U100042,F1139,91.75,2024-12-30
S2010451,U103953,F1272,98.9,2024-09-30
S2010452,U101650,F1040,25.94,2024-11-03
S2010453,U106335,F1012,27.42,2024-05-04
S2010454,U104056,F1150,27.84,2024-02-15
S2010455,U109250,F1245,98.66,2024-07-30
S2010456,U105332,F1240,92.61,2024-02-23
S2010457,U103980,F1272,45.41,2024-10-22
S2010458,U109895,F1089,28.51,2024-05-21
S2010459,U101616,F1073,18.17,2024-05-12
S2010460,U101580,F1072,74.48,2024-05-20
S2010461,U106689,F1050,72.74,2024-04-25
S2010462,U100268,F1101,97.1,2024-10-15
S2010463,U100142,F1103,31.67,2024-08-22
S2010464,U106097,F1167,78.48,2024-06-05
S2010465,U103978,F1007,27.6,2024-07-17
S2010466,U103115,F1280,95.55,2024-12-14
S2010467,U109475,F1041,42.79,2024-12-07
S2010468,U107712,F1008,40.22,2024-08-28
S2010469,U103630,F1127,45.73,2024-08-15
S2010470,U105623,F1080,42.28,2024-04-25
S2010471,U102270,F1184,72.59,2024-04-15
S2010472,U104183,F1217,67.86,2024-05-14
S2010473,U104295,F1140,97.42,2024-06-29
S2010474,U109524,F1264,17.97,2024-06-20
S2010475,U102656,F1073,76.0,2024-05-17
S2010476,U108464,F1119,43.37,2024-05-19
S2010477,U103393,F1171,80.5,2024-10-07
S2010478,U102204,F1151,42.7,2024-08-15
S2010479,U109284,F1096,21.35,2024-10-12
S2010480,U106887,F1134,26.33,2024-09-01
S2010481,U107412,F1003,83.53,2024-06-27
S2010482,U109139,F1189,20.19,2024-11-07
S2010483,U101004,F1048,53.9,2024-10-10
S2010484,U103217,F1200,86.6,2024-12-06
S2010485,U108778,F1184,67.9,2024-08-17
S2010486,U109115,F1266,26.12,2024-10-05
S2010487,U103865,F1289,69.41,2024-07-22
S2010488,U102995,F1289,89.92,2024-10-08
S2010489,U106847,F1202,68.28,2024-04-30
S2010490,U108571,F1193,34.56,2024-09-15
S2010491,U109365,F1271,32.45,2024-08-07
S2010492,U109067,F1179,23.11,2024-08-19
S2010493,U102244,F1084,91.47,2024-12-13
S2010494,U106701,F1209,83.95,2024-11-24
S2010495,U105997,F1015,55.31,2024-05-06
S2010496,U104193,F1049,50.27,2024-05-18
S2010497,U109004,F1096,70.63,2024-01-28
S2010498,U103181,F1177,36.03,2024-03-03
S2010499,U106772,F1183,35.7,2024-08-03
S2010500,U108947,F1032,28.24,2024-02-24
S2010501,U107738,F1278,20.15,2024-01-30
S2010502,U106690,F1062,14.72,2024-07-30
S2010503,U101229,F1044,96.81,2024-01-19
S2010504,U109276,F1190,27.37,2024-10-04
S2010505,U107781,F1189,21.72,2024-09-29
S2010506,U109096,F1250,90.46,2024-03-06
S2010507,U107140,F1289,89.16,2024-06-24
S2010508,U100683,F1218,31.59,2024-04-28
S2010509,U104139,F1197,48.25,2024-10-12
S2010510,U106589,F1028,81.93,2024-04-09
S2010511,U107982,F1246,17.4,2024-08-06
S2010512,U108506,F1264,44.96,2024-03-18
S2010513,U106304,F1126,52.78,2024-03-21
S2010514,U102623,F1204,70.59,2024-06-07
S2010515,U106624,F1195,66.37,2024-02-25
S2010516,U109242,F1124,93.8,2024-08-17
S2010517,U100270,F1170,14.91,2024-07-15
S2010518,U101693,F1088,37.02,2024-07-26
S2010519,U100322,F1289,53.62,2024-12-28
S2010520,U102657,F1213,96.69,2024-07-31
S2010521,U101789,F1016,40.12,2024-06-16
S2010522,U100632,F1096,84.74,2024-10-08
S2010523,U100015,F1160,33.97,2024-11-23
S2010524,U106488,F1001,26.18,2024-02-06
S2010525,U101802,F1067,86.53,2024-09-01
S2010526,U103032,F1207,65.78,2024-06-24
S2010527,U100706,F1064,85.66,2024-01-15
S2010528,U108313,F1152,81.85,2024-12-16
S2010529,U104755,F1290,16.74,2024-03-08
S2010530,U101774,F1246,42.07,2024-11-16
S2010531,U104935,F1000,48.59,2024-05-21
S2010532,U108173,F1034,42.8,2024-11-01
S2010533,U109382,F1152,73.31,2024-08-05
S2010534,U103830,F1087,88.03,2024-04-08
S2010535,U101716,F1227,10.96,2024-09-20
S2010536,U108775,F1249,43.43,2024-06-03
S2010537,U100679,F1278,69.28,2024-08-26
S2010538,U107351,F1098,61.84,2024-02-19
S2010539,U106842,F1064,98.25,2024-11-09
S2010540,U105576,F1026,22.53,2024-06-30
S2010541,U107368,F1207,66.26,2024-09-15
S2010542,U105170,F1259,96.21,2024-01-26
S2010543,U108795,F1098,16.53,2024-03-30
S2010544,U105778,F1267,94.7,2024-10-06
S2010545,U107471,F1171,92.4,2024-03-04
S2010546,U108347,F1084,50.93,2024-01-20
S2010547,U108633,F1135,57.65,2024-08-21
S2010548,U105643,F1014,87.04,2024-07-17
S2010549,U108190,F1053,47.99,2024-07-14
S2010550,U102109,F1005,55.84,2024-12-29
S2010551,U105134,F1207,22.17,2024-10-02
S2010552,U101922,F1100,96.45,2024-10-01
S2010553,U109351,F1210,85.22,2024-04-16
S2010554,U107541,F1114,64.91,2024-05-20
S2010555,U102562,F1277,15.55,2024-08-07
S2010556,U107709,F1134,33.98,2024-06-13
S2010557,U106624,F1013,74.68,2024-03-01
S2010558,U109507,F1007,58.02,2024-02-13
S2010559,U104514,F1241,11.75,2024-01-01
S2010560,U107375,F1202,99.11,2024-03-24
S2010561,U107753,F1231,11.01,2024-02-28
S2010562,U101451,F1234,61.16,2024-04-20
S2010563,U108064,F1098,10.98,2024-02-26
S2010564,U103615,F1291,27.04,2024-08-30
S2010565,U101191,F1089,36.23,2024-06-20
S2010566,U105765,F1082,66.52,2024-01-27
S2010567,U104548,F1184,93.27,2024-01-26
S2010568,U109192,F1121,53.84,2024-10-16
S2010569,U100225,F1203,57.69,2024-03-21
S2010570,U109701,F1045,75.4,2024-05-26
S2010571,U106303,F1149,30.93,2024-03-04
S2010572,U102045,F1044,19.18,2024-09-20
S2010573,U105600,F1091,89.88,2024-10-27
S2010574,U103002,F1040,79.08,2024-11-20
S2010575,U102039,F1010,59.71,2024-09-02
S2010576,U102984,F1242,34.44,2024-02-18
S2010577,U107288,F1283,91.14,2024-10-06
S2010578,U106866,F1080,10.88,2024-10-22
S2010579,U107246,F1066,81.93,2024-12-07
S2010580,U103721,F1205,58.65,2024-05-17
S2010581,U100041,F1231,94.48,2024-04-29
S2010582,U108146,F1136,63.95,2024-09-26
S2010583,U106116,F1213,10.35,2024-02-29
S2010584,U105313,F1147,27.98,2024-10-30
S2010585,U100458,F1049,27.51,2024-07-15
S2010586,U104841,F1066,42.01,2024-12-16
S2010587,U106324,F1194,17.05,2024-10-23
S2010588,U104548,F1093,40.73,2024-10-14
S2010589,U107266,F1036,38.77,2024-08-29
S2010590,U100922,F1059,68.58,2024-12-12
S2010591,U104509,F1298,30.75,2024-06-06
S2010592,U109969,F1085,59.98,2024-02-18
S2010593,U102946,F1263,76.55,2024-12-09
S2010594,U107909,F1231,16.2,2024-06-18
S2010595,U104851,F1174,33.96,2024-07-03
S2010596,U102967,F1285,50.98,2024-11-03
S2010597,U109476,F1106,49.29,2024-12-08
S2010598,U108716,F1072,32.14,2024-06-14
S2010599,U106442,F1202,16.86,2024-09-07
S2010600,U109046,F1286,15.39,2024-07-31
S2010601,U100683,F1178,43.03,2024-12-27
S2010602,U109357,F1051,12.26,2024-09-19
S2010603,U107439,F1116,96.14,2024-02-29
S2010604,U106310,F1062,97.29,2024-01-29
S2010605,U109641,F1214,77.54,2024-02-24
S2010606,U100655,F1220,14.63,2024-04-02
S2010607,U100517,F1143,49.9,2024-02-17
S2010608,U101032,F1158,67.3,2024-01-25
S2010609,U103099,F1233,52.48,2024-06-19
S2010610,U101985,F1044,92.44,2024-09-05
S2010611,U105756,F1273,73.02,2024-08-31
S2010612,U107786,F1183,55.32,2024-10-11
S2010613,U102426,F1163,55.47,2024-09-09
S2010614,U103175,F1109,46.53,2024-08-19
S2010615,U101434,F1019,59.07,2024-08-07
S2010616,U107886,F1038,92.6,2024-01-12
S2010617,U108104,F1151,45.92,2024-08-19
S2010618,U104597,F1278,25.35,2024-03-26
S2010619,U105617,F1160,11.39,2024-05-02
S2010620,U106316,F1070,65.56,2024-08-17
S2010621,U103340,F1171,94.72,2024-03-28
S2010622,U103842,F1294,46.52,2024-05-31
S2010623,U108048,F1170,77.82,2024-11-25
S2010624,U108458,F1259,59.75,2024-09-15
S2010625,U102066,F1051,14.47,2024-08-31
S2010626,U101013,F1120,15.05,2024-06-02
S2010627,U107754,F1069,75.63,2024-12-27
S2010628,U102381,F1073,51.54,2024-08-26
S2010629,U100454,F1024,83.82,2024-03-12
S2010630,U100991,F1256,29.04,2024-11-23
S2010631,U101135,F1081,88.82,2024-05-28
S2010632,U109757,F1216,16.01,2024-05-08
S2010633,U106507,F1174,79.6,2024-08-26
S2010634,U101903,F1268,60.87,2024-01-14
S2010635,U108768,F1177,41.08,2024-11-10
S2010636,U104998,F1251,60.72,2024-02-25
S2010637,U104099,F1020,88.42,2024-01-02
S2010638,U102612,F1065,38.54,2024-03-13
S2010639,U107531,F1130,66.06,2024-02-08
S2010640,U100331,F1201,83.56,2024-11-02
S2010641,U105861,F1076,80.33,2024-01-01
S2010642,U101738,F1115,89.28,2024-11-29
S2010643,U101265,F1268,48.14,2024-04-07
S2010644,U107212,F1096,85.29,2024-11-26
S2010645,U107518,F1133,59.64,2024-05-09
S2010646,U103311,F1057,77.21,2024-04-11
S2010647,U108404,F1086,94.8,2024-07-14
S2010648,U105278,F1280,45.48,2024-06-10
S2010649,U102415,F1058,95.85,2024-10-03
S2010650,U102607,F1052,50.35,2024-04-18
S2010651,U108989,F1176,80.73,2024-09-19
S2010652,U108136,F1092,79.08,2024-04-01
S2010653,U105872,F1173,21.23,2024-03-18
S2010654,U109056,F1186,66.71,2024-01-03
S2010655,U108503,F1015,94.15,2024-10-10
S2010656,U108977,F1222,12.93,2024-12-08
S2010657,U100107,F1071,19.37,2024-03-25
S2010658,U103463,F1015,56.67,2024-11-08
S2010659,U104789,F1145,61.33,2024-10-14
S2010660,U104537,F1066,93.18,2024-03-25
S2010661,U102517,F1099,64.6,2024-03-29
S2010662,U103619,F1240,14.18,2024-08-30
S2010663,U102941,F1072,37.86,2024-10-04
S2010664,U100797,F1229,93.19,2024-04-19
S2010665,U102837,F1261,37.13,2024-07-12
S2010666,U109203,F1178,80.12,2024-01-28
S2010667,U104189,F1068,54.38,2024-07-10
S2010668,U102185,F1087,61.58,2024-06-25
S2010669,U103116,F1091,57.55,2024-07-05
S2010670,U101025,F1244,41.85,2024-01-08
S2010671,U108093,F1267,10.25,2024-04-16
S2010672,U100917,F1249,28.68,2024-03-21
S2010673,U100550,F1152,56.3,2024-01-25
S2010674,U106531,F1187,51.8,2024-02-01
S2010675,U100748,F1290,69.98,2024-06-06
S2010676,U109251,F1284,68.08,2024-06-25
S2010677,U105691,F1274,68.91,2024-10-01
S2010678,U100671,F1084,24.94,2024-06-21
S2010679,U104134,F1239,60.72,2024-04-06
S2010680,U104434,F1013,91.8,2024-11-25
S2010681,U101007,F1117,38.87,2024-07-17
S2010682,U105018,F1111,38.04,2024-08-16
S2010683,U106444,F1166,58.24,2024-04-12
S2010684,U107685,F1258,15.23,2024-07-30
S2010685,U102522,F1022,45.15,2024-04-12
S2010686,U102126,F1011,73.73,2024-11-22
S2010687,U107691,F1130,82.73,2024-04-20
S2010688,U102520,F1150,18.86,2024-11-11
S2010689,U107407,F1217,91.63,2024-02-28
S2010690,U105360,F1159,68.41,2024-05-24
S2010691,U108795,F1253,20.12,2024-02-02
S2010692,U107350,F1075,85.93,2024-07-04
S2010693,U106123,F1035,95.35,2024-03-22
S2010694,U109402,F1251,28.02,2024-04-17
S2010695,U107678,F1100,90.28,2024-11-11
S2010696,U109188,F1187,29.88,2024-03-06
S2010697,U109247,F1152,47.7,2024-03-30
S2010698,U107399,F1065,56.34,2024-04-03
S2010699,U105541,F1050,17.38,2024-06-02
S2010700,U101706,F1010,67.61,2024-10-28
S2010701,U108647,F1224,89.19,2024-01-08
S2010702,U105152,F1168,46.3,2024-10-05
S2010703,U105451,F1113,29.87,2024-04-09
S2010704,U107525,F1289,49.21,2024-06-28
S2010705,U104066,F1068,85.82,2024-04-28
S2010706,U105654,F1099,80.03,2024-09-29
S2010707,U100896,F1037,69.0,2024-08-26
S2010708,U102698,F1086,21.77,2024-08-15
S2010709,U108931,F1007,26.95,2024-08-19
S2010710,U100258,F1172,24.17,2024-09-13
S2010711,U108217,F1173,35.15,2024-04-19
